Headline,Summary,Link,Ticker,RetrievalScore,Sentiment
"Oil reserves, crude tie-ups to ensure India’s energy security amid rising border tensions","India’s oil marketing companies on May 9 urged consumers against panic buying, assuring of sufficient fuel stocks to meet country’s energy demand.",https://www.moneycontrol.com/news/business/oil-reserves-crude-tie-ups-to-ensure-india-s-energy-security-amid-rising-border-tensions-13019378.html,BPCL.NS,0.634,neutral
Virtual Galaxy Infotech IPO remains undersubscribed on day 1,Virtual Galaxy Infotech IPO | The Maharashtra-based IT services and consulting firm aims to Rs 93.29 crore via maiden public issue which comprises of solely fresh issue of 65.7 lakh shares.,https://www.moneycontrol.com/news/business/ipo/virtual-galaxy-infotech-ipo-remains-undersubscribed-on-day-1-13019371.html,63MOONS.NS,0.618,neutral
Virtual Galaxy Infotech IPO remains undersubscribed on day 1,Virtual Galaxy Infotech IPO | The Maharashtra-based IT services and consulting firm aims to Rs 93.29 crore via maiden public issue which comprises of solely fresh issue of 65.7 lakh shares.,https://www.moneycontrol.com/news/business/ipo/virtual-galaxy-infotech-ipo-remains-undersubscribed-on-day-1-13019371.html,NAUKRI.NS,0.566,neutral
Virtual Galaxy Infotech IPO remains undersubscribed on day 1,Virtual Galaxy Infotech IPO | The Maharashtra-based IT services and consulting firm aims to Rs 93.29 crore via maiden public issue which comprises of solely fresh issue of 65.7 lakh shares.,https://www.moneycontrol.com/news/business/ipo/virtual-galaxy-infotech-ipo-remains-undersubscribed-on-day-1-13019371.html,INFY.NS,0.564,neutral
Virtual Galaxy Infotech IPO remains undersubscribed on day 1,Virtual Galaxy Infotech IPO | The Maharashtra-based IT services and consulting firm aims to Rs 93.29 crore via maiden public issue which comprises of solely fresh issue of 65.7 lakh shares.,https://www.moneycontrol.com/news/business/ipo/virtual-galaxy-infotech-ipo-remains-undersubscribed-on-day-1-13019371.html,GENESYS.NS,0.557,neutral
Virtual Galaxy Infotech IPO remains undersubscribed on day 1,Virtual Galaxy Infotech IPO | The Maharashtra-based IT services and consulting firm aims to Rs 93.29 crore via maiden public issue which comprises of solely fresh issue of 65.7 lakh shares.,https://www.moneycontrol.com/news/business/ipo/virtual-galaxy-infotech-ipo-remains-undersubscribed-on-day-1-13019371.html,IDEA.NS,0.557,neutral
MF flows in April: Equity Funds see 50th straight month of inflows; SIPs hit new record high,"While SIP net inflows hit a new all-time high of Rs 26,632 crore, a total of seven schemes were launched during the month across all open-ended and across categories, raising a total of Rs 350 crore.",https://www.moneycontrol.com/news/business/markets/mf-flows-in-april-equity-funds-see-50th-straight-month-of-inflows-sips-hit-new-record-high-13019370.html,CAMS.NS,0.576,positive
MF flows in April: Equity Funds see 50th straight month of inflows; SIPs hit new record high,"While SIP net inflows hit a new all-time high of Rs 26,632 crore, a total of seven schemes were launched during the month across all open-ended and across categories, raising a total of Rs 350 crore.",https://www.moneycontrol.com/news/business/markets/mf-flows-in-april-equity-funds-see-50th-straight-month-of-inflows-sips-hit-new-record-high-13019370.html,MFSL.NS,0.559,positive
MF flows in April: Equity Funds see 50th straight month of inflows; SIPs hit new record high,"While SIP net inflows hit a new all-time high of Rs 26,632 crore, a total of seven schemes were launched during the month across all open-ended and across categories, raising a total of Rs 350 crore.",https://www.moneycontrol.com/news/business/markets/mf-flows-in-april-equity-funds-see-50th-straight-month-of-inflows-sips-hit-new-record-high-13019370.html,ABSLAMC.NS,0.55,positive
MF flows in April: Equity Funds see 50th straight month of inflows; SIPs hit new record high,"While SIP net inflows hit a new all-time high of Rs 26,632 crore, a total of seven schemes were launched during the month across all open-ended and across categories, raising a total of Rs 350 crore.",https://www.moneycontrol.com/news/business/markets/mf-flows-in-april-equity-funds-see-50th-straight-month-of-inflows-sips-hit-new-record-high-13019370.html,MUTHOOTFIN.NS,0.547,positive
MF flows in April: Equity Funds see 50th straight month of inflows; SIPs hit new record high,"While SIP net inflows hit a new all-time high of Rs 26,632 crore, a total of seven schemes were launched during the month across all open-ended and across categories, raising a total of Rs 350 crore.",https://www.moneycontrol.com/news/business/markets/mf-flows-in-april-equity-funds-see-50th-straight-month-of-inflows-sips-hit-new-record-high-13019370.html,CANFINHOME.NS,0.539,positive
"Flipkart, Meesho, Amazon and others get CCPA notice over illegal sale of walkie-talkies amid escalating India-Pakistan tensions","Amazon had 467 listings of walkie-talkies, Flipkart had 314, Meesho had 489 such listings, and 423 such listings were available on TradeIndia, as per a preliminary analysis across platforms which, the CCPA said, was “an alarming volume.”",https://www.moneycontrol.com/news/business/startup/flipkart-meesho-amazon-and-others-get-ccpa-notice-over-illegal-sale-of-walkie-talkies-amid-escalating-india-pakistan-tensions-13019369.html,BAJAJELEC.NS,0.61,negative
"Flipkart, Meesho, Amazon and others get CCPA notice over illegal sale of walkie-talkies amid escalating India-Pakistan tensions","Amazon had 467 listings of walkie-talkies, Flipkart had 314, Meesho had 489 such listings, and 423 such listings were available on TradeIndia, as per a preliminary analysis across platforms which, the CCPA said, was “an alarming volume.”",https://www.moneycontrol.com/news/business/startup/flipkart-meesho-amazon-and-others-get-ccpa-notice-over-illegal-sale-of-walkie-talkies-amid-escalating-india-pakistan-tensions-13019369.html,CROMPTON.NS,0.604,negative
"Flipkart, Meesho, Amazon and others get CCPA notice over illegal sale of walkie-talkies amid escalating India-Pakistan tensions","Amazon had 467 listings of walkie-talkies, Flipkart had 314, Meesho had 489 such listings, and 423 such listings were available on TradeIndia, as per a preliminary analysis across platforms which, the CCPA said, was “an alarming volume.”",https://www.moneycontrol.com/news/business/startup/flipkart-meesho-amazon-and-others-get-ccpa-notice-over-illegal-sale-of-walkie-talkies-amid-escalating-india-pakistan-tensions-13019369.html,TRENT.NS,0.601,negative
"Flipkart, Meesho, Amazon and others get CCPA notice over illegal sale of walkie-talkies amid escalating India-Pakistan tensions","Amazon had 467 listings of walkie-talkies, Flipkart had 314, Meesho had 489 such listings, and 423 such listings were available on TradeIndia, as per a preliminary analysis across platforms which, the CCPA said, was “an alarming volume.”",https://www.moneycontrol.com/news/business/startup/flipkart-meesho-amazon-and-others-get-ccpa-notice-over-illegal-sale-of-walkie-talkies-amid-escalating-india-pakistan-tensions-13019369.html,DIXON.NS,0.597,negative
"Flipkart, Meesho, Amazon and others get CCPA notice over illegal sale of walkie-talkies amid escalating India-Pakistan tensions","Amazon had 467 listings of walkie-talkies, Flipkart had 314, Meesho had 489 such listings, and 423 such listings were available on TradeIndia, as per a preliminary analysis across platforms which, the CCPA said, was “an alarming volume.”",https://www.moneycontrol.com/news/business/startup/flipkart-meesho-amazon-and-others-get-ccpa-notice-over-illegal-sale-of-walkie-talkies-amid-escalating-india-pakistan-tensions-13019369.html,BEL.NS,0.596,negative
"US markets open in the green as Trump hints at possible trade deal announcements; Nasdaq, S&P 500 gain","At open, the Dow Jones Industrial Average gained 0.3%, the S&P 500 gained 0.4%, and the Nasdaq Composite traded 0.6% higher.",https://www.moneycontrol.com/news/business/markets/us-markets-open-in-the-green-as-trump-hints-at-possible-trade-deal-announcements-nasdaq-s-p-500-gain-13019359.html,IEX.NS,0.513,positive
"US markets open in the green as Trump hints at possible trade deal announcements; Nasdaq, S&P 500 gain","At open, the Dow Jones Industrial Average gained 0.3%, the S&P 500 gained 0.4%, and the Nasdaq Composite traded 0.6% higher.",https://www.moneycontrol.com/news/business/markets/us-markets-open-in-the-green-as-trump-hints-at-possible-trade-deal-announcements-nasdaq-s-p-500-gain-13019359.html,MCX.NS,0.473,positive
"US markets open in the green as Trump hints at possible trade deal announcements; Nasdaq, S&P 500 gain","At open, the Dow Jones Industrial Average gained 0.3%, the S&P 500 gained 0.4%, and the Nasdaq Composite traded 0.6% higher.",https://www.moneycontrol.com/news/business/markets/us-markets-open-in-the-green-as-trump-hints-at-possible-trade-deal-announcements-nasdaq-s-p-500-gain-13019359.html,NFL.NS,0.466,positive
"US markets open in the green as Trump hints at possible trade deal announcements; Nasdaq, S&P 500 gain","At open, the Dow Jones Industrial Average gained 0.3%, the S&P 500 gained 0.4%, and the Nasdaq Composite traded 0.6% higher.",https://www.moneycontrol.com/news/business/markets/us-markets-open-in-the-green-as-trump-hints-at-possible-trade-deal-announcements-nasdaq-s-p-500-gain-13019359.html,ATUL.NS,0.461,positive
"US markets open in the green as Trump hints at possible trade deal announcements; Nasdaq, S&P 500 gain","At open, the Dow Jones Industrial Average gained 0.3%, the S&P 500 gained 0.4%, and the Nasdaq Composite traded 0.6% higher.",https://www.moneycontrol.com/news/business/markets/us-markets-open-in-the-green-as-trump-hints-at-possible-trade-deal-announcements-nasdaq-s-p-500-gain-13019359.html,DEEPAKNTR.NS,0.459,positive
"Amid border tensions, spotlight on Karachi port that handles 76% of Pakistan’s exports","While, the conflict is yet to spread to the seas, one of the world’s leading shipping firms, CMA CGM, has already introduced a surcharge, which will apply to all cargo involved in trade with Pakistan.",https://www.moneycontrol.com/news/business/amid-border-tensions-spotlight-on-karachi-port-that-handles-76-of-pakistan-s-exports-13019354.html,CGPOWER.NS,0.608,positive
"Amid border tensions, spotlight on Karachi port that handles 76% of Pakistan’s exports","While, the conflict is yet to spread to the seas, one of the world’s leading shipping firms, CMA CGM, has already introduced a surcharge, which will apply to all cargo involved in trade with Pakistan.",https://www.moneycontrol.com/news/business/amid-border-tensions-spotlight-on-karachi-port-that-handles-76-of-pakistan-s-exports-13019354.html,GPPL.NS,0.584,positive
"Amid border tensions, spotlight on Karachi port that handles 76% of Pakistan’s exports","While, the conflict is yet to spread to the seas, one of the world’s leading shipping firms, CMA CGM, has already introduced a surcharge, which will apply to all cargo involved in trade with Pakistan.",https://www.moneycontrol.com/news/business/amid-border-tensions-spotlight-on-karachi-port-that-handles-76-of-pakistan-s-exports-13019354.html,NAVKARCORP.NS,0.57,positive
"Amid border tensions, spotlight on Karachi port that handles 76% of Pakistan’s exports","While, the conflict is yet to spread to the seas, one of the world’s leading shipping firms, CMA CGM, has already introduced a surcharge, which will apply to all cargo involved in trade with Pakistan.",https://www.moneycontrol.com/news/business/amid-border-tensions-spotlight-on-karachi-port-that-handles-76-of-pakistan-s-exports-13019354.html,MAZDOCK.NS,0.567,positive
"Amid border tensions, spotlight on Karachi port that handles 76% of Pakistan’s exports","While, the conflict is yet to spread to the seas, one of the world’s leading shipping firms, CMA CGM, has already introduced a surcharge, which will apply to all cargo involved in trade with Pakistan.",https://www.moneycontrol.com/news/business/amid-border-tensions-spotlight-on-karachi-port-that-handles-76-of-pakistan-s-exports-13019354.html,ALLCARGO.NS,0.565,positive
"Sitharaman asks banks to ensure round-the-clock firewalling, prioritise cash in ATMs in review meet on cybersecurity","Phishing attempts are being closely monitored and bank employees have received internal alerts to boost cyber awareness, banks said.",https://www.moneycontrol.com/news/business/economy/sitharaman-asks-banks-to-ensure-round-the-clock-firewalling-prioritise-cash-in-atms-in-review-meet-on-cybersecurity-13019364.html,SOUTHBANK.NS,0.611,neutral
"Sitharaman asks banks to ensure round-the-clock firewalling, prioritise cash in ATMs in review meet on cybersecurity","Phishing attempts are being closely monitored and bank employees have received internal alerts to boost cyber awareness, banks said.",https://www.moneycontrol.com/news/business/economy/sitharaman-asks-banks-to-ensure-round-the-clock-firewalling-prioritise-cash-in-atms-in-review-meet-on-cybersecurity-13019364.html,UNIONBANK.NS,0.582,neutral
"Sitharaman asks banks to ensure round-the-clock firewalling, prioritise cash in ATMs in review meet on cybersecurity","Phishing attempts are being closely monitored and bank employees have received internal alerts to boost cyber awareness, banks said.",https://www.moneycontrol.com/news/business/economy/sitharaman-asks-banks-to-ensure-round-the-clock-firewalling-prioritise-cash-in-atms-in-review-meet-on-cybersecurity-13019364.html,DCBBANK.NS,0.579,neutral
"Sitharaman asks banks to ensure round-the-clock firewalling, prioritise cash in ATMs in review meet on cybersecurity","Phishing attempts are being closely monitored and bank employees have received internal alerts to boost cyber awareness, banks said.",https://www.moneycontrol.com/news/business/economy/sitharaman-asks-banks-to-ensure-round-the-clock-firewalling-prioritise-cash-in-atms-in-review-meet-on-cybersecurity-13019364.html,CENTRALBK.NS,0.578,neutral
"Sitharaman asks banks to ensure round-the-clock firewalling, prioritise cash in ATMs in review meet on cybersecurity","Phishing attempts are being closely monitored and bank employees have received internal alerts to boost cyber awareness, banks said.",https://www.moneycontrol.com/news/business/economy/sitharaman-asks-banks-to-ensure-round-the-clock-firewalling-prioritise-cash-in-atms-in-review-meet-on-cybersecurity-13019364.html,INDIANB.NS,0.578,neutral
"Bengaluru's infrastructure boom shaping residential investment, creating new hotspots: Sanjeevini Group Chairman","Bengaluru has positioned itself as a premier business destination supported by robust IT infrastructure, resulting in 77 percent growth in housing sales since 2020, with average launch prices rising to Rs 9,740 per sq ft last year.",https://www.moneycontrol.com/news/business/bengaluru-s-infrastructure-boom-shaping-residential-investment-creating-new-hotspots-sanjeevini-group-chairman-13019327.html,CANFINHOME.NS,0.635,positive
"Bengaluru's infrastructure boom shaping residential investment, creating new hotspots: Sanjeevini Group Chairman","Bengaluru has positioned itself as a premier business destination supported by robust IT infrastructure, resulting in 77 percent growth in housing sales since 2020, with average launch prices rising to Rs 9,740 per sq ft last year.",https://www.moneycontrol.com/news/business/bengaluru-s-infrastructure-boom-shaping-residential-investment-creating-new-hotspots-sanjeevini-group-chairman-13019327.html,HUBTOWN.NS,0.616,positive
"Bengaluru's infrastructure boom shaping residential investment, creating new hotspots: Sanjeevini Group Chairman","Bengaluru has positioned itself as a premier business destination supported by robust IT infrastructure, resulting in 77 percent growth in housing sales since 2020, with average launch prices rising to Rs 9,740 per sq ft last year.",https://www.moneycontrol.com/news/business/bengaluru-s-infrastructure-boom-shaping-residential-investment-creating-new-hotspots-sanjeevini-group-chairman-13019327.html,SOBHA.NS,0.609,positive
"Bengaluru's infrastructure boom shaping residential investment, creating new hotspots: Sanjeevini Group Chairman","Bengaluru has positioned itself as a premier business destination supported by robust IT infrastructure, resulting in 77 percent growth in housing sales since 2020, with average launch prices rising to Rs 9,740 per sq ft last year.",https://www.moneycontrol.com/news/business/bengaluru-s-infrastructure-boom-shaping-residential-investment-creating-new-hotspots-sanjeevini-group-chairman-13019327.html,HUDCO.NS,0.597,positive
"Bengaluru's infrastructure boom shaping residential investment, creating new hotspots: Sanjeevini Group Chairman","Bengaluru has positioned itself as a premier business destination supported by robust IT infrastructure, resulting in 77 percent growth in housing sales since 2020, with average launch prices rising to Rs 9,740 per sq ft last year.",https://www.moneycontrol.com/news/business/bengaluru-s-infrastructure-boom-shaping-residential-investment-creating-new-hotspots-sanjeevini-group-chairman-13019327.html,BRIGADE.NS,0.591,positive
Hind Zinc's Rajasthan units in 'emergency preparedness' but no disruption despite tense border,"The Vedanta group company operates five mines and three smelters in the state of Rajasthan which shares a long and sensitive border with Pakistan, making it a region of strategic concern during periods of heightened military alertness.",https://www.moneycontrol.com/news/business/hind-zinc-s-rajasthan-units-in-emergency-preparedness-but-no-disruption-despite-tense-border-13019306.html,VEDL.NS,0.753,neutral
Hind Zinc's Rajasthan units in 'emergency preparedness' but no disruption despite tense border,"The Vedanta group company operates five mines and three smelters in the state of Rajasthan which shares a long and sensitive border with Pakistan, making it a region of strategic concern during periods of heightened military alertness.",https://www.moneycontrol.com/news/business/hind-zinc-s-rajasthan-units-in-emergency-preparedness-but-no-disruption-despite-tense-border-13019306.html,HINDZINC.NS,0.731,neutral
Hind Zinc's Rajasthan units in 'emergency preparedness' but no disruption despite tense border,"The Vedanta group company operates five mines and three smelters in the state of Rajasthan which shares a long and sensitive border with Pakistan, making it a region of strategic concern during periods of heightened military alertness.",https://www.moneycontrol.com/news/business/hind-zinc-s-rajasthan-units-in-emergency-preparedness-but-no-disruption-despite-tense-border-13019306.html,IMFA.NS,0.654,neutral
Hind Zinc's Rajasthan units in 'emergency preparedness' but no disruption despite tense border,"The Vedanta group company operates five mines and three smelters in the state of Rajasthan which shares a long and sensitive border with Pakistan, making it a region of strategic concern during periods of heightened military alertness.",https://www.moneycontrol.com/news/business/hind-zinc-s-rajasthan-units-in-emergency-preparedness-but-no-disruption-despite-tense-border-13019306.html,GPIL.NS,0.648,neutral
Hind Zinc's Rajasthan units in 'emergency preparedness' but no disruption despite tense border,"The Vedanta group company operates five mines and three smelters in the state of Rajasthan which shares a long and sensitive border with Pakistan, making it a region of strategic concern during periods of heightened military alertness.",https://www.moneycontrol.com/news/business/hind-zinc-s-rajasthan-units-in-emergency-preparedness-but-no-disruption-despite-tense-border-13019306.html,RPOWER.NS,0.638,neutral
TRAI recommends 5-year satellite spectrum allocation as Starlink nears entry,The telecom watchdog also recommended charging telecom operators 4% of their adjusted gross revenue for geostationary orbit-based fixed satellite services and for mobile satellite services.,https://www.moneycontrol.com/news/business/india-watchdog-recommends-5-year-satellite-spectrum-allocation-as-starlink-nears-entry-13019241.html,NELCO.NS,0.577,neutral
TRAI recommends 5-year satellite spectrum allocation as Starlink nears entry,The telecom watchdog also recommended charging telecom operators 4% of their adjusted gross revenue for geostationary orbit-based fixed satellite services and for mobile satellite services.,https://www.moneycontrol.com/news/business/india-watchdog-recommends-5-year-satellite-spectrum-allocation-as-starlink-nears-entry-13019241.html,ASTRAMICRO.NS,0.576,neutral
TRAI recommends 5-year satellite spectrum allocation as Starlink nears entry,The telecom watchdog also recommended charging telecom operators 4% of their adjusted gross revenue for geostationary orbit-based fixed satellite services and for mobile satellite services.,https://www.moneycontrol.com/news/business/india-watchdog-recommends-5-year-satellite-spectrum-allocation-as-starlink-nears-entry-13019241.html,BHARTIARTL.NS,0.555,neutral
TRAI recommends 5-year satellite spectrum allocation as Starlink nears entry,The telecom watchdog also recommended charging telecom operators 4% of their adjusted gross revenue for geostationary orbit-based fixed satellite services and for mobile satellite services.,https://www.moneycontrol.com/news/business/india-watchdog-recommends-5-year-satellite-spectrum-allocation-as-starlink-nears-entry-13019241.html,TATACOMM.NS,0.555,neutral
TRAI recommends 5-year satellite spectrum allocation as Starlink nears entry,The telecom watchdog also recommended charging telecom operators 4% of their adjusted gross revenue for geostationary orbit-based fixed satellite services and for mobile satellite services.,https://www.moneycontrol.com/news/business/india-watchdog-recommends-5-year-satellite-spectrum-allocation-as-starlink-nears-entry-13019241.html,DISHTV.NS,0.551,neutral
"India's forex reserves drop $2 billion, snap 8-week streak of gains",The reserves had risen by nearly $50 billion in the nine weeks preceding the reporting week and are now about $19 billion below the all-time high of $704.89 billion hit in late September 2024.,https://www.moneycontrol.com/news/business/commodities/india-s-forex-reserves-drop-2-billion-snap-8-week-streak-of-gains-13019318.html,IEX.NS,0.549,negative
"India's forex reserves drop $2 billion, snap 8-week streak of gains",The reserves had risen by nearly $50 billion in the nine weeks preceding the reporting week and are now about $19 billion below the all-time high of $704.89 billion hit in late September 2024.,https://www.moneycontrol.com/news/business/commodities/india-s-forex-reserves-drop-2-billion-snap-8-week-streak-of-gains-13019318.html,MCX.NS,0.548,negative
"India's forex reserves drop $2 billion, snap 8-week streak of gains",The reserves had risen by nearly $50 billion in the nine weeks preceding the reporting week and are now about $19 billion below the all-time high of $704.89 billion hit in late September 2024.,https://www.moneycontrol.com/news/business/commodities/india-s-forex-reserves-drop-2-billion-snap-8-week-streak-of-gains-13019318.html,SHAREINDIA.NS,0.522,negative
"India's forex reserves drop $2 billion, snap 8-week streak of gains",The reserves had risen by nearly $50 billion in the nine weeks preceding the reporting week and are now about $19 billion below the all-time high of $704.89 billion hit in late September 2024.,https://www.moneycontrol.com/news/business/commodities/india-s-forex-reserves-drop-2-billion-snap-8-week-streak-of-gains-13019318.html,MMTC.NS,0.517,negative
"India's forex reserves drop $2 billion, snap 8-week streak of gains",The reserves had risen by nearly $50 billion in the nine weeks preceding the reporting week and are now about $19 billion below the all-time high of $704.89 billion hit in late September 2024.,https://www.moneycontrol.com/news/business/commodities/india-s-forex-reserves-drop-2-billion-snap-8-week-streak-of-gains-13019318.html,BSE.NS,0.515,negative
"No cut likely in capex, social sector spending in FY26, India has fiscal buffers, say economists","However, any further escalation on the geopolitical front is likely to add further depreciation pressure on the rupee and bond yields.",https://www.moneycontrol.com/news/business/economy/no-cut-likely-in-capex-social-sector-spending-in-fy26-india-has-fiscal-buffers-say-economists-13019298.html,IFCI.NS,0.567,negative
"No cut likely in capex, social sector spending in FY26, India has fiscal buffers, say economists","However, any further escalation on the geopolitical front is likely to add further depreciation pressure on the rupee and bond yields.",https://www.moneycontrol.com/news/business/economy/no-cut-likely-in-capex-social-sector-spending-in-fy26-india-has-fiscal-buffers-say-economists-13019298.html,YESBANK.NS,0.559,negative
"No cut likely in capex, social sector spending in FY26, India has fiscal buffers, say economists","However, any further escalation on the geopolitical front is likely to add further depreciation pressure on the rupee and bond yields.",https://www.moneycontrol.com/news/business/economy/no-cut-likely-in-capex-social-sector-spending-in-fy26-india-has-fiscal-buffers-say-economists-13019298.html,GEOJITFSL.NS,0.557,negative
"No cut likely in capex, social sector spending in FY26, India has fiscal buffers, say economists","However, any further escalation on the geopolitical front is likely to add further depreciation pressure on the rupee and bond yields.",https://www.moneycontrol.com/news/business/economy/no-cut-likely-in-capex-social-sector-spending-in-fy26-india-has-fiscal-buffers-say-economists-13019298.html,HUDCO.NS,0.549,negative
"No cut likely in capex, social sector spending in FY26, India has fiscal buffers, say economists","However, any further escalation on the geopolitical front is likely to add further depreciation pressure on the rupee and bond yields.",https://www.moneycontrol.com/news/business/economy/no-cut-likely-in-capex-social-sector-spending-in-fy26-india-has-fiscal-buffers-say-economists-13019298.html,UNIONBANK.NS,0.548,negative
Rating agency Morningstar DBRS upgrades India to 'BBB' on structural reforms,"The credit rating may be further upgraded if India continues to implement reforms that raise the investment rate, enhancing medium-term growth prospects, said Morningstar DBRS.",https://www.moneycontrol.com/news/business/rating-agency-morningstar-dbrs-upgrades-india-to-bbb-on-structural-reforms-13019276.html,CARERATING.NS,0.621,positive
Rating agency Morningstar DBRS upgrades India to 'BBB' on structural reforms,"The credit rating may be further upgraded if India continues to implement reforms that raise the investment rate, enhancing medium-term growth prospects, said Morningstar DBRS.",https://www.moneycontrol.com/news/business/rating-agency-morningstar-dbrs-upgrades-india-to-bbb-on-structural-reforms-13019276.html,CENTRALBK.NS,0.593,positive
Rating agency Morningstar DBRS upgrades India to 'BBB' on structural reforms,"The credit rating may be further upgraded if India continues to implement reforms that raise the investment rate, enhancing medium-term growth prospects, said Morningstar DBRS.",https://www.moneycontrol.com/news/business/rating-agency-morningstar-dbrs-upgrades-india-to-bbb-on-structural-reforms-13019276.html,ABCAPITAL.NS,0.588,positive
Rating agency Morningstar DBRS upgrades India to 'BBB' on structural reforms,"The credit rating may be further upgraded if India continues to implement reforms that raise the investment rate, enhancing medium-term growth prospects, said Morningstar DBRS.",https://www.moneycontrol.com/news/business/rating-agency-morningstar-dbrs-upgrades-india-to-bbb-on-structural-reforms-13019276.html,KTKBANK.NS,0.584,positive
Rating agency Morningstar DBRS upgrades India to 'BBB' on structural reforms,"The credit rating may be further upgraded if India continues to implement reforms that raise the investment rate, enhancing medium-term growth prospects, said Morningstar DBRS.",https://www.moneycontrol.com/news/business/rating-agency-morningstar-dbrs-upgrades-india-to-bbb-on-structural-reforms-13019276.html,PNBHOUSING.NS,0.583,positive
‘80% tariff on China seems right’: Trump ahead of crucial US-China trade talks in Geneva,”China should open up its market to USA — would be so good for them!!! Closed markets don’t work anymore!!!” Trump said in a Truth Social post.,https://www.moneycontrol.com/world/80-tariff-on-china-seems-right-trump-ahead-of-crucial-us-china-trade-talks-in-geneva-article-13019287.html,MCX.NS,0.462,positive
‘80% tariff on China seems right’: Trump ahead of crucial US-China trade talks in Geneva,”China should open up its market to USA — would be so good for them!!! Closed markets don’t work anymore!!!” Trump said in a Truth Social post.,https://www.moneycontrol.com/world/80-tariff-on-china-seems-right-trump-ahead-of-crucial-us-china-trade-talks-in-geneva-article-13019287.html,MMTC.NS,0.461,positive
‘80% tariff on China seems right’: Trump ahead of crucial US-China trade talks in Geneva,”China should open up its market to USA — would be so good for them!!! Closed markets don’t work anymore!!!” Trump said in a Truth Social post.,https://www.moneycontrol.com/world/80-tariff-on-china-seems-right-trump-ahead-of-crucial-us-china-trade-talks-in-geneva-article-13019287.html,TATACONSUM.NS,0.461,positive
‘80% tariff on China seems right’: Trump ahead of crucial US-China trade talks in Geneva,”China should open up its market to USA — would be so good for them!!! Closed markets don’t work anymore!!!” Trump said in a Truth Social post.,https://www.moneycontrol.com/world/80-tariff-on-china-seems-right-trump-ahead-of-crucial-us-china-trade-talks-in-geneva-article-13019287.html,BBTC.NS,0.455,positive
‘80% tariff on China seems right’: Trump ahead of crucial US-China trade talks in Geneva,”China should open up its market to USA — would be so good for them!!! Closed markets don’t work anymore!!!” Trump said in a Truth Social post.,https://www.moneycontrol.com/world/80-tariff-on-china-seems-right-trump-ahead-of-crucial-us-china-trade-talks-in-geneva-article-13019287.html,ORIENTELEC.NS,0.448,positive
Indo-Pak tensions could dent north India home sales by 5-10%: ANAROCK,"While luxury housing buyers tend to delay purchases in periods of uncertainty, demand for mid-income housing will be the first to recover once normality is restored.",https://www.moneycontrol.com/news/business/real-estate/indo-pak-tensions-could-dent-north-india-home-sales-by-5-10-anarock-13019225.html,CANFINHOME.NS,0.55,negative
Indo-Pak tensions could dent north India home sales by 5-10%: ANAROCK,"While luxury housing buyers tend to delay purchases in periods of uncertainty, demand for mid-income housing will be the first to recover once normality is restored.",https://www.moneycontrol.com/news/business/real-estate/indo-pak-tensions-could-dent-north-india-home-sales-by-5-10-anarock-13019225.html,REPCOHOME.NS,0.54,negative
Indo-Pak tensions could dent north India home sales by 5-10%: ANAROCK,"While luxury housing buyers tend to delay purchases in periods of uncertainty, demand for mid-income housing will be the first to recover once normality is restored.",https://www.moneycontrol.com/news/business/real-estate/indo-pak-tensions-could-dent-north-india-home-sales-by-5-10-anarock-13019225.html,ANANTRAJ.NS,0.539,negative
Indo-Pak tensions could dent north India home sales by 5-10%: ANAROCK,"While luxury housing buyers tend to delay purchases in periods of uncertainty, demand for mid-income housing will be the first to recover once normality is restored.",https://www.moneycontrol.com/news/business/real-estate/indo-pak-tensions-could-dent-north-india-home-sales-by-5-10-anarock-13019225.html,OBEROIRLTY.NS,0.537,negative
Indo-Pak tensions could dent north India home sales by 5-10%: ANAROCK,"While luxury housing buyers tend to delay purchases in periods of uncertainty, demand for mid-income housing will be the first to recover once normality is restored.",https://www.moneycontrol.com/news/business/real-estate/indo-pak-tensions-could-dent-north-india-home-sales-by-5-10-anarock-13019225.html,DBREALTY.NS,0.534,negative
"Manappuram Finance posts Rs 191-crore loss in Q4, declares dividend",Manappuram Finance Q4 Results: NBFC had reported a net profit of Rs 428 crore in Q4 FY24.,https://www.moneycontrol.com/news/business/earnings/manappuram-finance-q4-results-net-profit-falls-3-to-rs-414-crore-nbfc-declares-dividend-13019228.html,MANAPPURAM.NS,0.686,negative
"Manappuram Finance posts Rs 191-crore loss in Q4, declares dividend",Manappuram Finance Q4 Results: NBFC had reported a net profit of Rs 428 crore in Q4 FY24.,https://www.moneycontrol.com/news/business/earnings/manappuram-finance-q4-results-net-profit-falls-3-to-rs-414-crore-nbfc-declares-dividend-13019228.html,FEDERALBNK.NS,0.614,negative
"Manappuram Finance posts Rs 191-crore loss in Q4, declares dividend",Manappuram Finance Q4 Results: NBFC had reported a net profit of Rs 428 crore in Q4 FY24.,https://www.moneycontrol.com/news/business/earnings/manappuram-finance-q4-results-net-profit-falls-3-to-rs-414-crore-nbfc-declares-dividend-13019228.html,SUNDARMFIN.NS,0.575,negative
"Manappuram Finance posts Rs 191-crore loss in Q4, declares dividend",Manappuram Finance Q4 Results: NBFC had reported a net profit of Rs 428 crore in Q4 FY24.,https://www.moneycontrol.com/news/business/earnings/manappuram-finance-q4-results-net-profit-falls-3-to-rs-414-crore-nbfc-declares-dividend-13019228.html,NLCINDIA.NS,0.569,negative
